page,row,table,image,swatch_path,needs_review,code,name,pattern_type,verified,hatch_char,tile_path,tile_size,details
34,5,表21/表22,page34_row005.png,data\pattern_swatches\raw\page34_row005.png,False,,,symbol_tiled,no,,data\patterns\page34_row005_tile32.png,32,"{""std"": 35.24850460321283, ""dominant_angle"": 175.0, ""energy_ratio"": 1.2877700460756485, ""num_components"": 98, ""median_component_size"": 1.0, ""density"": 0.11103928750987574}"
34,6,表21/表22,page34_row006.png,data\pattern_swatches\raw\page34_row006.png,False,,,image,no,,data\patterns\page34_row006_tile32.png,32,"{""std"": 12.434664949202773, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2661671698844537, ""num_components"": 60, ""median_component_size"": 1.0, ""density"": 0.028131868131868132}"
34,7,表21/表22,page34_row007.png,data\pattern_swatches\raw\page34_row007.png,False,,,symbol_tiled,no,,data\patterns\page34_row007_tile32.png,32,"{""std"": 38.76884043646047, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2855707527036393, ""num_components"": 131, ""median_component_size"": 1.0, ""density"": 0.18300929839391378}"
34,8,表21/表22,page34_row008.png,data\pattern_swatches\raw\page34_row008.png,False,,,symbol_tiled,no,,data\patterns\page34_row008_tile32.png,32,"{""std"": 13.625234356087812, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2640578507045672, ""num_components"": 64, ""median_component_size"": 3.0, ""density"": 0.05255001408847563}"
34,9,表21/表22,page34_row009.png,data\pattern_swatches\raw\page34_row009.png,False,,,symbol_tiled,no,,data\patterns\page34_row009_tile32.png,32,"{""std"": 43.626992568808944, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2760851983702037, ""num_components"": 143, ""median_component_size"": 2.0, ""density"": 0.20555085939701323}"
34,10,表21/表22,page34_row010.png,data\pattern_swatches\raw\page34_row010.png,False,,,symbol_tiled,no,,data\patterns\page34_row010_tile32.png,32,"{""std"": 12.58164370677944, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2637437424225846, ""num_components"": 16, ""median_component_size"": 2.0, ""density"": 0.06776556776556776}"
34,11,表21/表22,page34_row011.png,data\pattern_swatches\raw\page34_row011.png,False,,,symbol_tiled,no,,data\patterns\page34_row011_tile32.png,32,"{""std"": 25.217729393926344, ""dominant_angle"": 79.0, ""energy_ratio"": 1.262893004000387, ""num_components"": 69, ""median_component_size"": 2.0, ""density"": 0.09115243730628346}"
34,12,表21/表22,page34_row012.png,data\pattern_swatches\raw\page34_row012.png,False,,,image,no,,data\patterns\page34_row012_tile32.png,32,"{""std"": 13.213149554065014, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2638511920595898, ""num_components"": 37, ""median_component_size"": 3.0, ""density"": 0.04705550859397013}"
35,0,表22/表23/表24,page35_row000.png,data\pattern_swatches\raw\page35_row000.png,False,,,symbol_tiled,no,,data\patterns\page35_row000_tile32.png,32,"{""std"": 42.86755585430968, ""dominant_angle"": 173.0, ""energy_ratio"": 1.3030891893107857, ""num_components"": 216, ""median_component_size"": 2.0, ""density"": 0.28179065743944637}"
35,1,表22/表23/表24,page35_row001.png,data\pattern_swatches\raw\page35_row001.png,False,,,symbol_tiled,no,,data\patterns\page35_row001_tile32.png,32,"{""std"": 10.442867961579125, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2663359196907225, ""num_components"": 64, ""median_component_size"": 3.0, ""density"": 0.05588235294117647}"
35,2,表22/表23/表24,page35_row002.png,data\pattern_swatches\raw\page35_row002.png,False,,,symbol_tiled,no,,data\patterns\page35_row002_tile32.png,32,"{""std"": 36.43221231285758, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2993348518230374, ""num_components"": 94, ""median_component_size"": 2.0, ""density"": 0.19414592760180996}"
35,3,表22/表23/表24,page35_row003.png,data\pattern_swatches\raw\page35_row003.png,False,,,symbol_tiled,no,,data\patterns\page35_row003_tile32.png,32,"{""std"": 11.389041673290347, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2649129225665752, ""num_components"": 80, ""median_component_size"": 3.0, ""density"": 0.09290158371040724}"
35,4,表22/表23/表24,page35_row004.png,data\pattern_swatches\raw\page35_row004.png,False,,,symbol_tiled,no,,data\patterns\page35_row004_tile32.png,32,"{""std"": 34.38454552723733, ""dominant_angle"": 79.0, ""energy_ratio"": 1.285205807916264, ""num_components"": 97, ""median_component_size"": 2.0, ""density"": 0.18269230769230768}"
35,5,表22/表23/表24,page35_row005.png,data\pattern_swatches\raw\page35_row005.png,False,,,symbol_tiled,no,,data\patterns\page35_row005_tile32.png,32,"{""std"": 30.276434525432116, ""dominant_angle"": 1.0, ""energy_ratio"": 1.2808677584119108, ""num_components"": 67, ""median_component_size"": 2.0, ""density"": 0.1361735870818916}"
35,6,表22/表23/表24,page35_row006.png,data\pattern_swatches\raw\page35_row006.png,False,,,symbol_tiled,no,,data\patterns\page35_row006_tile32.png,32,"{""std"": 9.23345290750734, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2666912746195909, ""num_components"": 44, ""median_component_size"": 3.0, ""density"": 0.0725}"
35,7,表22/表23/表24,page35_row007.png,data\pattern_swatches\raw\page35_row007.png,False,,,symbol_tiled,no,,data\patterns\page35_row007_tile32.png,32,"{""std"": 26.654394753991355, ""dominant_angle"": 76.0, ""energy_ratio"": 1.2647804870751096, ""num_components"": 76, ""median_component_size"": 2.0, ""density"": 0.135039592760181}"
35,8,表22/表23/表24,page35_row008.png,data\pattern_swatches\raw\page35_row008.png,False,,,symbol_tiled,no,,data\patterns\page35_row008_tile32.png,32,"{""std"": 31.863114138441137, ""dominant_angle"": 1.0, ""energy_ratio"": 1.3388214284867168, ""num_components"": 86, ""median_component_size"": 2.0, ""density"": 0.161835407239819}"
35,9,表22/表23/表24,page35_row009.png,data\pattern_swatches\raw\page35_row009.png,False,,,symbol_tiled,no,,data\patterns\page35_row009_tile32.png,32,"{""std"": 34.83650542234844, ""dominant_angle"": 1.0, ""energy_ratio"": 1.3516200490311314, ""num_components"": 100, ""median_component_size"": 1.0, ""density"": 0.17019896193771628}"
35,10,表22/表23/表24,page35_row010.png,data\pattern_swatches\raw\page35_row010.png,False,,,symbol_tiled,no,,data\patterns\page35_row010_tile32.png,32,"{""std"": 26.339623827089042, ""dominant_angle"": 1.0, ""energy_ratio"": 1.2674586753413644, ""num_components"": 98, ""median_component_size"": 2.0, ""density"": 0.12651384083044984}"
35,11,表22/表23/表24,page35_row011.png,data\pattern_swatches\raw\page35_row011.png,False,,,symbol_tiled,no,,data\patterns\page35_row011_tile32.png,32,"{""std"": 26.153225800124247, ""dominant_angle"": 175.0, ""energy_ratio"": 1.2448725462481403, ""num_components"": 84, ""median_component_size"": 2.0, ""density"": 0.1179354094579008}"
35,12,表22/表23/表24,page35_row012.png,data\pattern_swatches\raw\page35_row012.png,False,,,symbol_tiled,no,,data\patterns\page35_row012_tile32.png,32,"{""std"": 31.909128205241274, ""dominant_angle"": 1.0, ""energy_ratio"": 1.3443934616973992, ""num_components"": 118, ""median_component_size"": 3.0, ""density"": 0.1844002306805075}"
36,0,表24,page36_row000.png,data\pattern_swatches\raw\page36_row000.png,False,,,image,no,,data\patterns\page36_row000_tile32.png,32,"{""reason"": ""low_variance"", ""std"": 0.03073105420077219}"
36,1,表24,page36_row001.png,data\pattern_swatches\raw\page36_row001.png,False,,,symbol_tiled,no,,data\patterns\page36_row001_tile32.png,32,"{""std"": 34.75176996370146, ""dominant_angle"": 1.0, ""energy_ratio"": 1.2401519969821757, ""num_components"": 220, ""median_component_size"": 2.0, ""density"": 0.22006198929275853}"
36,2,表24,page36_row002.png,data\pattern_swatches\raw\page36_row002.png,False,,,symbol_tiled,no,,data\patterns\page36_row002_tile32.png,32,"{""std"": 34.44293605228966, ""dominant_angle"": 1.0, ""energy_ratio"": 1.226354836260642, ""num_components"": 188, ""median_component_size"": 2.0, ""density"": 0.2322057027939381}"
36,3,表24,page36_row003.png,data\pattern_swatches\raw\page36_row003.png,False,,,symbol_tiled,no,,data\patterns\page36_row003_tile32.png,32,"{""std"": 34.20420909868338, ""dominant_angle"": 1.0, ""energy_ratio"": 1.2299133947967058, ""num_components"": 248, ""median_component_size"": 2.0, ""density"": 0.2184873949579832}"
36,4,表24,page36_row004.png,data\pattern_swatches\raw\page36_row004.png,False,,,symbol_tiled,no,,data\patterns\page36_row004_tile32.png,32,"{""std"": 34.303871527012795, ""dominant_angle"": 175.0, ""energy_ratio"": 1.229732089890982, ""num_components"": 276, ""median_component_size"": 2.0, ""density"": 0.21669180492709905}"
36,5,表24,page36_row005.png,data\pattern_swatches\raw\page36_row005.png,False,,,symbol_tiled,no,,data\patterns\page36_row005_tile32.png,32,"{""std"": 33.843355105175114, ""dominant_angle"": 1.0, ""energy_ratio"": 1.2365325418430444, ""num_components"": 192, ""median_component_size"": 2.0, ""density"": 0.1819526627218935}"
36,6,表24,page36_row006.png,data\pattern_swatches\raw\page36_row006.png,False,,,symbol_tiled,no,,data\patterns\page36_row006_tile32.png,32,"{""std"": 33.80824549160901, ""dominant_angle"": 1.0, ""energy_ratio"": 1.2365518825796675, ""num_components"": 255, ""median_component_size"": 2.0, ""density"": 0.21012961397576782}"
36,7,表24,page36_row007.png,data\pattern_swatches\raw\page36_row007.png,False,,,symbol_tiled,no,,data\patterns\page36_row007_tile32.png,32,"{""std"": 35.79378313450396, ""dominant_angle"": 1.0, ""energy_ratio"": 1.2206310099820672, ""num_components"": 240, ""median_component_size"": 2.0, ""density"": 0.1919126625008978}"
36,8,表24,page36_row008.png,data\pattern_swatches\raw\page36_row008.png,False,,,image,no,,data\patterns\page36_row008_tile32.png,32,"{""reason"": ""low_variance"", ""std"": 5.540224122246517}"
36,9,表24,page36_row009.png,data\pattern_swatches\raw\page36_row009.png,False,,,symbol_tiled,no,,data\patterns\page36_row009_tile32.png,32,"{""std"": 35.50253316882304, ""dominant_angle"": 1.0, ""energy_ratio"": 1.255524098454785, ""num_components"": 269, ""median_component_size"": 1.0, ""density"": 0.21139757678219218}"
36,10,表24,page36_row010.png,data\pattern_swatches\raw\page36_row010.png,False,,,symbol_tiled,no,,data\patterns\page36_row010_tile32.png,32,"{""std"": 35.69971937282222, ""dominant_angle"": 1.0, ""energy_ratio"": 1.2449726849511742, ""num_components"": 309, ""median_component_size"": 1.0, ""density"": 0.22186310421604538}"
36,11,表24,page36_row011.png,data\pattern_swatches\raw\page36_row011.png,False,,,image,no,,data\patterns\page36_row011_tile32.png,32,"{""reason"": ""low_variance"", ""std"": 0.0}"
36,12,表24,page36_row012.png,data\pattern_swatches\raw\page36_row012.png,False,,,symbol_tiled,no,,data\patterns\page36_row012_tile32.png,32,"{""std"": 21.667264501173566, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2572319982864377, ""num_components"": 48, ""median_component_size"": 1.5, ""density"": 0.12651451112989576}"
36,13,表24,page36_row013.png,data\pattern_swatches\raw\page36_row013.png,False,,,symbol_tiled,no,,data\patterns\page36_row013_tile32.png,32,"{""std"": 37.53362534291945, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2877129741265443, ""num_components"": 106, ""median_component_size"": 2.0, ""density"": 0.24302620456466612}"
36,14,表24,page36_row014.png,data\pattern_swatches\raw\page36_row014.png,False,,,symbol_tiled,no,,data\patterns\page36_row014_tile32.png,32,"{""std"": 21.70557902471655, ""dominant_angle"": 79.0, ""energy_ratio"": 1.257980843534287, ""num_components"": 20, ""median_component_size"": 1.0, ""density"": 0.10157790927021697}"
36,15,表24,page36_row015.png,data\pattern_swatches\raw\page36_row015.png,False,,,symbol_tiled,no,,data\patterns\page36_row015_tile32.png,32,"{""std"": 36.38276769831351, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2825780110547857, ""num_components"": 108, ""median_component_size"": 3.0, ""density"": 0.25556494787264017}"
36,16,表24,page36_row016.png,data\pattern_swatches\raw\page36_row016.png,False,,,symbol_tiled,no,,data\patterns\page36_row016_tile32.png,32,"{""std"": 29.70439776828512, ""dominant_angle"": 79.0, ""energy_ratio"": 1.2516322906807371, ""num_components"": 36, ""median_component_size"": 2.0, ""density"": 0.13722175260636799}"
36,17,表24,page36_row017.png,data\pattern_swatches\raw\page36_row017.png,False,,,symbol_tiled,no,,data\patterns\page36_row017_tile32.png,32,"{""std"": 39.32801694968422, ""dominant_angle"": 76.0, ""energy_ratio"": 1.2580551155093136, ""num_components"": 89, ""median_component_size"": 1.0, ""density"": 0.21377289377289377}"
36,18,表24,page36_row018.png,data\pattern_swatches\raw\page36_row018.png,False,,,symbol_tiled,no,,data\patterns\page36_row018_tile32.png,32,"{""std"": 54.446903965023274, ""dominant_angle"": 81.0, ""energy_ratio"": 1.2579078647019002, ""num_components"": 115, ""median_component_size"": 2.0, ""density"": 0.28098782937492617}"
